name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
UPMC Outpatient Center,"2060, North Pearl Street, North East, PA, 16428",Health,Clinic,Outpatient Clinic,,42.2212164,-79.838063,239,68,68,8184792038,node,,clinic,,,,,openstreetmap
UPMC Outpatient Center,"991, Peach Street, Waterford, PA, 16441",Health,Clinic,Outpatient Clinic,,41.9520889,-79.9912464,239,68,68,13618296029,node,,clinic,,,,,openstreetmap
UPMC Primary & Specialty Care,"1600, Peninsula Drive, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.0963087,-80.1443901,239,68,68,8177416646,node,,clinic,,,,,openstreetmap
UPMC Primary Care,"1101, Peninsula Drive, Erie, PA, 16505",Health,Clinic,Outpatient Clinic,,42.1010978,-80.1456231,239,68,68,7890391708,node,,clinic,,,,,openstreetmap
UPMC-GoHealth Urgent Care,"7200, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0523992,-80.0885055,239,68,68,7570686278,node,,clinic,,,,,openstreetmap
UPMC-GoHealth Urgent Care,"5039, Peach Street, Erie, PA, 16509",Health,Clinic,Outpatient Clinic,,42.0803222,-80.089746,239,68,68,13197815984,node,,clinic,,,,,openstreetmap
USA Vein Clinics,"2057, West 8th Street, Erie, PA, 16505",Health,Clinic,Medical Office,,42.1101911,-80.1297698,239,68,68,7977104217,node,,doctors,,,,,openstreetmap
Union Orthotics & Prosthetics,"1910, West 26th Street, Erie, PA, 16508",Health,Clinic,Dental Office,,42.0965125,-80.1159313,239,68,68,8583418572,node,,dentist,,,,,openstreetmap
Urgent Care Associates of Erie,"2861, West 26th Street, Erie, PA, 16506",Health,Clinic,Outpatient Clinic,,42.0880373,-80.1362984,239,68,68,12551425906,node,,clinic,,,,,openstreetmap
Van Damia Dental,"2181, Keystone Drive, Erie, PA, 16509",Health,Clinic,Dental Office,,42.0548215,-80.0903985,239,68,68,7715028060,node,,dentist,,,,,openstreetmap
Veterinary Clinic,Hydetown Road,Health,Clinic,Veterinary,,41.6336495,-79.6952831,239,68,68,639546976,way,,veterinary,,,,,openstreetmap
Veterinary Hospital,,Health,Clinic,Veterinary,,41.6139019,-80.2464851,239,68,68,1121094828,way,,veterinary,,,,,openstreetmap
Wayne Primary Care,"650, East Avenue, Erie, PA, 16503",Health,Clinic,Outpatient Clinic,,42.137094,-80.0633152,239,68,68,8238047002,node,,clinic,,,,,openstreetmap
West County Dental,"7686, West Ridge Road, Fairview, PA, 16415",Health,Clinic,Dental Office,,42.0277172,-80.2599087,239,68,68,8397546068,node,,dentist,,,,,openstreetmap
West Ridge Family Dental,"5712, West Ridge Road, Erie, PA, 16506",Health,Clinic,Dental Office,,42.0623034,-80.2038189,239,68,68,8321467830,node,,dentist,,,,,openstreetmap
Williams Dental Laboratory,"151, West 18th Street, Erie, PA, 16501",Health,Clinic,Dental Office,,42.1167998,-80.0808198,239,68,68,9848671896,node,,dentist,,,,,openstreetmap
"Willis G. Gardot, Jr.","2609, West 8th Street, Erie, PA, 16505",Health,Clinic,Dental Office,,42.1059911,-80.1412645,239,68,68,8745826462,node,,dentist,,,,,openstreetmap
Winslow Health Center,PA,Health,Clinic,Medical Office,,41.6476781,-80.1485394,239,68,68,367961494,node,,doctors,,,,,openstreetmap
Woodcock Vet,,Health,Clinic,Veterinary,,41.6994832,-80.1122048,239,68,68,1189931479,way,,veterinary,,,,,openstreetmap
Woodland Family Dentistry,"2021, West 8th Street, Erie, PA, 16505",Health,Clinic,Dental Office,,42.1107996,-80.1285752,239,68,68,8315701683,node,,dentist,,,,,openstreetmap
AHN Cancer Institute,"2508, Myrtle Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1101282,-80.0806444,239,68,68,8435416613,node,,hospital,,,,,openstreetmap
Erie Veterans Medical Center,"135, East 38th Street, Erie, PA, 16504",Health,Hospital,Acute Care Hospital,,42.1021643,-80.0635238,239,68,68,817655762,way,,hospital,,,,,openstreetmap
LECOM Medical Center & Behavioral Health Pavilion,"5515, Peach Street, Erie, PA, 16509",Health,Hospital,Acute Care Hospital,,42.0736072,-80.0917003,239,68,68,839078049,way,,hospital,,,,,openstreetmap
Meadville Medical Center,"751, Liberty Street, Meadville, PA, 16335",Health,Hospital,Acute Care Hospital,,41.6418533,-80.1456257,239,68,68,551357528,way,,hospital,,24/7,https://www.mmchs.org/,+1 814 333 5000,openstreetmap
Saint Vincent Hospital,"232, West 25th Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1114269,-80.0795164,239,68,68,841418769,way,,hospital,,,,,openstreetmap
Saint Vincent Surgery Center,"312, West 25th Street, Erie, PA, 16544",Health,Hospital,Acute Care Hospital,,42.1106922,-80.0809926,239,68,68,8435416614,node,,hospital,,,,,openstreetmap
Select Specialty Hospital,"252, West 11th Street, Erie, PA, 16501",Health,Hospital,Acute Care Hospital,,42.1229589,-80.0877053,239,68,68,1011265592,way,,hospital,,,,,openstreetmap
Shriners Hospitals for Children,"1645, West 8th Street, Erie, PA, 16505",Health,Hospital,Acute Care Hospital,,42.1131303,-80.1198103,239,68,68,825528971,way,,hospital,Shriners Hospitals for Children,,,,openstreetmap
Sterrettania Medical Center,"4000, Sterrettania Road, Erie, PA, 16506",Health,Hospital,Acute Care Hospital,,42.071204,-80.1454589,239,68,68,7626162251,node,,hospital,,,,,openstreetmap
Titusville Area Hospital,"406, West Oak Street, Titusville",Health,Hospital,Acute Care Hospital,,41.6337763,-79.6798813,239,68,68,356640784,way,,hospital,,24/7,https://www.titusvillehospital.org/,+1 814 827 1851,openstreetmap
UPMC Hamot,"201, State Street, Erie, PA, 16550",Health,Hospital,Acute Care Hospital,,42.1338083,-80.0866452,239,68,68,1020093270,way,,hospital,,,,,openstreetmap
UPMC Hillman Cancer Center,"2500, West 12th Street, Erie, PA, 16505",Health,Hospital,Acute Care Hospital,,42.1037403,-80.1370193,239,68,68,7600984051,node,,hospital,,,,,openstreetmap
CVS Pharmacy,"410, East 12th Street, Erie, PA, 16503",Health,Pharmacy,Retail Pharmacy,,42.1272689,-80.0723472,239,68,68,6773155989,node,,pharmacy,CVS Pharmacy,Mo-Su 08:00-21:00,https://www.cvs.com/store-locator/erie-pa-pharmacies/410-east-12th-street-erie-pa-16503/storeid=4082,+1-814-456-7071,openstreetmap
CVS Pharmacy,,Health,Pharmacy,Retail Pharmacy,,41.6399281,-80.1478254,239,68,68,6980832850,node,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/meadville-pa-pharmacies/392-north-st-meadville-pa-16335/storeid=5099,,openstreetmap
CVS Pharmacy,"3800, Pine Avenue, Erie, PA, 16504",Health,Pharmacy,Retail Pharmacy,,42.1079908,-80.0496595,239,68,68,7573083706,node,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/erie-pa-pharmacies/3800-pine-ave-erie-pa-16504/storeid=3168,,openstreetmap
CVS Pharmacy,"1216, West 6th Street, Erie, PA, 16507",Health,Pharmacy,Retail Pharmacy,,42.1201104,-80.1116033,239,68,68,7721909286,node,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/erie-pa-pharmacies/1216-west-6th-st-erie-pa-16507/storeid=11421,,openstreetmap
CVS Pharmacy,"1111, Peninsula Drive, Erie, PA, 16505",Health,Pharmacy,Retail Pharmacy,,42.1005552,-80.1454051,239,68,68,7890365298,node,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/erie-pa-pharmacies/1111-peninsula-dr-erie-pa-16505/storeid=2678,,openstreetmap
CVS Pharmacy,"124, Erie Street, Edinboro, PA, 16412",Health,Pharmacy,Retail Pharmacy,,41.8753918,-80.1310082,239,68,68,8173673086,node,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/edinboro-pa-pharmacies/124-erie-st-edinboro-pa-16412/storeid=5095,,openstreetmap
CVS Pharmacy,"118, West Main Street, North East, PA, 16428",Health,Pharmacy,Retail Pharmacy,,42.2139468,-79.8428568,239,68,68,828486027,way,,pharmacy,CVS Pharmacy,,https://www.cvs.com/store-locator/north-east-pa-pharmacies/118-w-main-st-north-east-pa-16428/storeid=5088,,openstreetmap
Colonial Family Pharmacy,"5702, Peach Street, Erie, PA, 16509",Health,Pharmacy,Retail Pharmacy,,42.0703008,-80.0936143,239,68,68,7576291992,node,,pharmacy,,,,,openstreetmap
Colonial Family Pharmacy,"3822, Colonial Avenue, Erie, PA, 16506",Health,Pharmacy,Retail Pharmacy,,42.0682445,-80.1572677,239,68,68,8412236814,node,,pharmacy,,,,,openstreetmap
Giant Eagle Pharmacy,"606, Erie Street, Edinboro, PA, 16412",Health,Pharmacy,Retail Pharmacy,,41.8884974,-80.1265342,239,68,68,11769289100,node,,pharmacy,,,,,openstreetmap
Girard Pharmacy,"83, West Main Street, Girard, PA, 16417",Health,Pharmacy,Retail Pharmacy,,42.0001975,-80.3177102,239,68,68,8262802922,node,,pharmacy,,,,,openstreetmap
Medicap Pharmacy,"1896, East Lake Road, Erie, PA, 16511",Health,Pharmacy,Retail Pharmacy,,42.1455558,-80.0437627,239,68,68,7862558847,node,,pharmacy,,,,,openstreetmap
Millrun Community Pharmacy,"404, North Street, Meadville, PA, 16335",Health,Pharmacy,Retail Pharmacy,,41.6398396,-80.1467217,239,68,68,380300372,way,,pharmacy,,,,,openstreetmap
Northwest Pharmacy,,Health,Pharmacy,Retail Pharmacy,,41.5265086,-80.0535557,239,68,68,10236381844,node,,pharmacy,,,,,openstreetmap
Spartansburg Pharmacy,,Health,Pharmacy,Retail Pharmacy,,41.8243929,-79.687281,239,68,68,1132788869,way,,pharmacy,,,,,openstreetmap
The Apothecary,"945, Market Street, Meadville, PA, 16335",Health,Pharmacy,Retail Pharmacy,,41.6376749,-80.1535888,239,68,68,987837321,way,,pharmacy,,,,,openstreetmap
Walgreens,,Health,Pharmacy,Retail Pharmacy,,41.6406846,-80.1478003,239,68,68,6980832849,node,,pharmacy,Walgreens,,,,openstreetmap
Walgreens,"3727, Peach Street, Erie, PA, 16508",Health,Pharmacy,Retail Pharmacy,,42.0974634,-80.081099,239,68,68,7731537720,node,,pharmacy,Walgreens,,,,openstreetmap
Waterford Pharmacy,"216, High Street, Waterford, PA, 16441",Health,Pharmacy,Retail Pharmacy,,41.9417726,-79.9841376,239,68,68,8075201262,node,,pharmacy,,,,,openstreetmap
