name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Mercyhurst Learning Center,"4118, Briggs Avenue, Erie, PA, 16546",Education & Civic,School,K-12 School,,42.1046631,-80.0510742,59,130,246,8300728196,node,,school,,,,,openstreetmap
Mercyhurst Preparatory School,"538, East Grandview Boulevard, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1009502,-80.0517495,59,130,246,824647441,way,,school,,,,,openstreetmap
Mill Village Elementary School,"2757, East Center Street, Mill Village, PA, 16427",Education & Civic,School,K-12 School,,41.8756063,-79.9661939,59,130,246,986654327,way,,school,,,,,openstreetmap
Miller School,,Education & Civic,School,K-12 School,,41.931722,-79.7206067,59,130,246,357331243,node,,school,,,,,openstreetmap
Mohawk School,,Education & Civic,School,K-12 School,,41.782279,-80.0047765,59,130,246,357346456,node,,school,,,,,openstreetmap
Montessori In The Woods,"1390, West Townhall Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0321297,-80.0465578,59,130,246,878711774,way,,school,,,,,openstreetmap
Montessori Regional Charter School,"2549, West 8th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.1051377,-80.1363099,59,130,246,822965149,way,,school,,,,,openstreetmap
Moore School,,Education & Civic,School,K-12 School,,41.5172756,-80.0620043,59,130,246,357341353,node,,school,,,,,openstreetmap
Mother Teresa Academy,"160, West 11th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.123875,-80.085487,59,130,246,826588541,way,,school,,,,,openstreetmap
Mount Pleasant School,,Education & Civic,School,K-12 School,,41.5031104,-79.9214466,59,130,246,357342450,node,,school,,,,,openstreetmap
Neason Hill Elementary School,"11293`, Williamson Road, meadville, 16335",Education & Civic,School,K-12 School,,41.6228776,-80.1397741,59,130,246,357362595,node,,school,,,,,openstreetmap
North East High School,"1901, Freeport Road, North East, PA, 16428",Education & Civic,School,K-12 School,,42.2235188,-79.8297304,59,130,246,865358954,way,,school,,,,,openstreetmap
North East Middle School,"1903, Freeport Road, North East, PA, 16428",Education & Civic,School,K-12 School,,42.2234431,-79.8265193,59,130,246,865363166,way,,school,,,,,openstreetmap
Northwest Pennsylvania Collegiate Academy,"2825, State Street, Erie, PA, 16508",Education & Civic,School,K-12 School,,42.1109001,-80.0720218,59,130,246,813324492,way,,school,,,,,openstreetmap
Northwestern Elementary School,"10450, John Williams Avenue, Albion, PA, 16401",Education & Civic,School,K-12 School,,41.8885064,-80.3509891,59,130,246,1005323334,way,,school,,,,,openstreetmap
Oakes School,,Education & Civic,School,K-12 School,,41.5806107,-79.957557,59,130,246,357343320,node,,school,,,,,openstreetmap
Our Lady of Mount Carmel Parish School,"1553, East Grandview Boulevard, Erie, PA, 16510",Education & Civic,School,K-12 School,,42.1060285,-80.0295002,59,130,246,823950284,way,,school,,,,,openstreetmap
Our Lady of Peace School,"2401, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0805391,-80.1203106,59,130,246,821884962,way,,school,,,,,openstreetmap
Oxbow School,,Education & Civic,School,K-12 School,,41.8639453,-79.7481072,59,130,246,357346290,node,,school,,,,,openstreetmap
Pennsylvania Cyber Charter School,"1980, Edinboro Road, Erie, PA, 16565",Education & Civic,School,K-12 School,,42.065235,-80.0969089,59,130,246,8606783802,node,,school,,,,,openstreetmap
Perry Elementary School,"955, West 29th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,,42.1017511,-80.09164,59,130,246,823171168,way,,school,,,,,openstreetmap
Peters School,,Education & Civic,School,K-12 School,,41.5175543,-79.9547802,59,130,246,357342443,node,,school,,,,,openstreetmap
Pfeiffer-Burleigh Elementary School,"235, East 11th Street, Erie, PA, 16503",Education & Civic,School,K-12 School,,42.1258497,-80.0767053,59,130,246,810837051,way,,school,,,,,openstreetmap
Pierson School,,Education & Civic,School,K-12 School,,41.6267215,-80.1233925,59,130,246,357340763,node,,school,,,,,openstreetmap
Plank Road School,,Education & Civic,School,K-12 School,,41.6362169,-80.0131724,59,130,246,357340782,node,,school,,,,,openstreetmap
Plum Center School,,Education & Civic,School,K-12 School,,41.5803353,-79.8128326,59,130,246,357342910,node,,school,,,,,openstreetmap
Prather School,,Education & Civic,School,K-12 School,,41.5689475,-79.7461649,59,130,246,357342977,node,,school,,,,,openstreetmap
Prospect School,,Education & Civic,School,K-12 School,,41.5675541,-80.089504,59,130,246,357341402,node,,school,,,,,openstreetmap
Putnam School,,Education & Civic,School,K-12 School,,41.6539435,-80.2847847,59,130,246,357346301,node,,school,,,,,openstreetmap
Quarry School,,Education & Civic,School,K-12 School,,41.5844985,-80.3303426,59,130,246,357347314,node,,school,,,,,openstreetmap
ReaLife Early Learning Center,"3902, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0698325,-80.1562116,59,130,246,8411982858,node,,school,,,,,openstreetmap
Rice Avenue Middle School,"1100, Rice Avenue, Girard, PA, 16417",Education & Civic,School,K-12 School,,42.008742,-80.3297505,59,130,246,876642806,way,,school,,,,,openstreetmap
Richmond School,,Education & Civic,School,K-12 School,,41.6528329,-80.1358924,59,130,246,357346356,node,,school,,,,,openstreetmap
Ripley Central School,,Education & Civic,School,K-12 School,,42.2680556,-79.7102778,59,130,246,357645091,node,,school,,,,,openstreetmap
Robert Benjamin Wiley Community Charter School,"1446, East Lake Road, Erie, PA, 16507",Education & Civic,School,K-12 School,,42.1420957,-80.055029,59,130,246,844592115,way,,school,,,,,openstreetmap
Robert Benjamin Wiley Preparatory Charter School,"426, Eagle Point Boulevard, Erie, PA, 16511",Education & Civic,School,K-12 School,,42.1472075,-80.0410078,59,130,246,1134252465,way,,school,,,,,openstreetmap
Robison Elementary School,"1651, West Robison Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0457853,-80.0671399,59,130,246,866403547,way,,school,,,,,openstreetmap
Rockdale Center High School,,Education & Civic,School,K-12 School,,41.8045011,-79.9750538,59,130,246,357346218,node,,school,,,,,openstreetmap
Rockwall School,,Education & Civic,School,K-12 School,,41.6792215,-80.2706172,59,130,246,357346304,node,,school,,,,,openstreetmap
Rolling Ridge Elementary School,"3700, Ridge Parkway, Erie, PA, 16510",Education & Civic,School,K-12 School,,42.1399024,-79.9970191,59,130,246,853813771,way,,school,,,,,openstreetmap
Root School,,Education & Civic,School,K-12 School,,41.7475573,-79.9658876,59,130,246,357342906,node,,school,,,,,openstreetmap
Rosedale School,,Education & Civic,School,K-12 School,,41.540887,-80.0536705,59,130,246,357341380,node,,school,,,,,openstreetmap
Rung School,,Education & Civic,School,K-12 School,,41.5517206,-80.1231159,59,130,246,357341395,node,,school,,,,,openstreetmap
Rynd School,,Education & Civic,School,K-12 School,,41.5017471,-80.0189279,59,130,246,271904601,way,,school,,,,,openstreetmap
Saegertown High School,,Education & Civic,School,K-12 School,,41.7206113,-80.1656141,59,130,246,357362564,node,,school,,,,,openstreetmap
Saint George School,"1612, Bryant Street, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0781014,-80.0911459,59,130,246,810065980,way,,school,,,,,openstreetmap
Saint Gregory Parish School,"136, West Main Street, North East, PA, 16428",Education & Civic,School,K-12 School,,42.2130098,-79.8444648,59,130,246,828494519,way,,school,,,,,openstreetmap
Saint James School,"2602, Buffalo Road, Erie, PA, 16510",Education & Civic,School,K-12 School,,42.1384948,-80.0219374,59,130,246,827669938,way,,school,,,,,openstreetmap
Saint Josephs High School,,Education & Civic,School,K-12 School,,41.6286702,-79.681441,59,130,246,357308870,node,,school,,,,,openstreetmap
Saint Jude School,"606, Lowell Avenue, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.1063677,-80.1451657,59,130,246,878969962,way,,school,,,,,openstreetmap
Saint Luke School,"425, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1052089,-80.0564028,59,130,246,915496176,way,,school,,,,,openstreetmap
Saint Martin Early Learning Center,"1727, State Street, Erie, PA, 16501",Education & Civic,School,Early Childhood,,42.1188581,-80.0777833,59,130,246,10697042996,node,,kindergarten,,,,,openstreetmap
Saint Paul's School,"453, West 16th Street, Erie, PA, 16502",Education & Civic,School,K-12 School,,42.1162201,-80.0888863,59,130,246,1148292237,way,,school,,,,,openstreetmap
Saint Stanislaus School,"507, East 12th Street, Erie, PA, 16503",Education & Civic,School,K-12 School,,42.1274344,-80.0699048,59,130,246,882837570,way,,school,,,,,openstreetmap
Saint Titus School,,Education & Civic,School,K-12 School,,41.6285226,-79.6821371,59,130,246,357310987,node,,school,,,,,openstreetmap
Salata Technology Center,"246, West 10th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.123908,-80.0878197,59,130,246,8312890250,node,,school,,,,,openstreetmap
Sandbank School,,Education & Civic,School,K-12 School,,41.7800555,-80.246449,59,130,246,357346418,node,,school,,,,,openstreetmap
Second District Elementary School,,Education & Civic,School,K-12 School,,41.6303326,-80.153393,59,130,246,357362601,node,,school,,,,,openstreetmap
Second District Elementary School,"1216, South Main Street, Meadville, PA, 16335",Education & Civic,School,K-12 School,,41.6303053,-80.1537333,59,130,246,576515764,way,,school,,,,,openstreetmap
Seneca High School,"10770, Wattsburg Road, Wattsburg, PA, 16442",Education & Civic,School,K-12 School,,42.0532312,-79.9060145,59,130,246,1034538613,way,,school,,,,,openstreetmap
Sherred Hill School,,Education & Civic,School,K-12 School,,41.8600557,-80.2056147,59,130,246,357346390,node,,school,,,,,openstreetmap
Shreve School,,Education & Civic,School,K-12 School,,41.8636673,-79.8564413,59,130,246,357346254,node,,school,,,,,openstreetmap
Shutz School,,Education & Civic,School,K-12 School,,41.6814445,-80.0897799,59,130,246,357341099,node,,school,,,,,openstreetmap
Sills School,,Education & Civic,School,K-12 School,,41.8806116,-79.8114409,59,130,246,357331250,node,,school,,,,,openstreetmap
Smith School,,Education & Civic,School,K-12 School,,41.6839437,-80.3042295,59,130,246,357346307,node,,school,,,,,openstreetmap
South Richmond School,,Education & Civic,School,K-12 School,,41.6908901,-79.9372772,59,130,246,357342852,node,,school,,,,,openstreetmap
Spencer School,,Education & Civic,School,K-12 School,,41.9344998,-79.6847732,59,130,246,357331189,node,,school,,,,,openstreetmap
Springfield Elementary School,"11911, Bond Street, East Springfield, PA, 16411",Education & Civic,School,K-12 School,,41.9633407,-80.4041819,59,130,246,876271644,way,,school,,,,,openstreetmap
Strong Vincent Middle School,"1330, West 8th Street, Erie, PA, 16502",Education & Civic,School,K-12 School,,42.117791,-80.1134522,59,130,246,814646295,way,,school,,,,,openstreetmap
Sugar Grove School,,Education & Civic,School,K-12 School,,41.522278,-79.8817233,59,130,246,357342990,node,,school,,,,,openstreetmap
Sugar Lake School,,Education & Civic,School,K-12 School,,41.5569996,-79.9328348,59,130,246,357343326,node,,school,,,,,openstreetmap
Sugar Run School,,Education & Civic,School,K-12 School,,41.4911646,-80.48257,59,130,246,357345951,node,,school,,,,,openstreetmap
Third District School,,Education & Civic,School,K-12 School,,41.6500549,-80.1622818,59,130,246,357316193,node,,school,,,,,openstreetmap
Third District School,,Education & Civic,School,K-12 School,,41.6500667,-80.1625194,59,130,246,1123507891,way,,school,,,,,openstreetmap
Trace School,,Education & Civic,School,K-12 School,,41.5772763,-80.1953391,59,130,246,357341265,node,,school,,,,,openstreetmap
Tracy Elementary School,"2624, West 6th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.1089757,-80.1432655,59,130,246,843137040,way,,school,,,,,openstreetmap
Undergraduate Admissions,"501, East 38th Street, Erie, PA, 16546",Education & Civic,School,K-12 School,,42.1048995,-80.0530457,59,130,246,8607470389,node,,school,,,,,openstreetmap
Union City Area High School,"105, Concord Street, Union City, PA, 16438",Education & Civic,School,K-12 School,,41.8905285,-79.8403465,59,130,246,986649949,way,,school,,,,,openstreetmap
Union City Area Middle School,"105, Concord Street, Union City, PA, 16438",Education & Civic,School,K-12 School,,41.8904089,-79.8379811,59,130,246,986649950,way,,school,,,,,openstreetmap
Union City Area School District Grounds,"91, Miles Street, Union City, PA, 16438",Education & Civic,School,K-12 School,,41.8893633,-79.8442062,59,130,246,986244923,way,,school,,,https://www.ucasd.org/,,openstreetmap
Valley School,,Education & Civic,School,K-12 School,,41.5703344,-79.8647779,59,130,246,357342923,node,,school,,,,,openstreetmap
Valor Personal Defense Systems Combat Academy,"76, Mead Avenue, Meadville, PA, 16335",Education & Civic,School,K-12 School,,41.6371054,-80.1602402,59,130,246,8476197990,node,,school,,,,,openstreetmap
Walnut Creek Middle School,"5901, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.0434817,-80.1715794,59,130,246,815586634,way,,school,,,,,openstreetmap
Ward School,,Education & Civic,School,K-12 School,,41.5850541,-80.3497876,59,130,246,357347326,node,,school,,,,,openstreetmap
Waterford Elementary School,"323, Cherry Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,,41.9445509,-79.9827438,59,130,246,866395701,way,,school,,,,,openstreetmap
Wattsburg Area Elementary School,"10782, Wattsburg Road, Wattsburg, PA, 16442",Education & Civic,School,K-12 School,,42.0485299,-79.9048678,59,130,246,1034538616,way,,school,,,,,openstreetmap
Wattsburg Area Middle School,"10774, Wattsburg Road, Wattsburg, PA, 16442",Education & Civic,School,K-12 School,,42.054939,-79.9036719,59,130,246,1034538614,way,,school,,,,,openstreetmap
Westlake Middle School,"4330, West Lake Road, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.0896817,-80.1836826,59,130,246,812941930,way,,school,,,https://wl.mtsd.org/,,openstreetmap
Weston School,,Education & Civic,School,K-12 School,,41.8578339,-79.9928312,59,130,246,357346223,node,,school,,,,,openstreetmap
Whites School,,Education & Civic,School,K-12 School,,41.8692224,-80.1706137,59,130,246,357346385,node,,school,,,,,openstreetmap
Whitman School,,Education & Civic,School,K-12 School,,41.7200581,-79.8072754,59,130,246,357342479,node,,school,,,,,openstreetmap
Wilson Middle School,"718, East 28th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1170354,-80.056875,59,130,246,878958950,way,,school,,,,,openstreetmap
Zerrer School,,Education & Civic,School,K-12 School,,41.6045036,-79.6825522,59,130,246,357342949,node,,school,,,,,openstreetmap
