GEOID,county_fips,county_name,tract_code,tract_name,year,median_household_income,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,total_population,median_age,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,white_non_hispanic,black_alone,hispanic_latino,asian_alone,other_race,race_total,snap_participation_rate
42049011510,049,Erie County,011510,"Census Tract 115.10, Erie County, Pennsylvania",2020,78750.0,10.0,17.0,18.6,1.4,2806,50.5,98.6,0.6,0.5,0.0,0.3,2767,17,15,0,7,2806,5.8
42049011511,049,Erie County,011511,"Census Tract 115.11, Erie County, Pennsylvania",2020,,39.9,29.3,100.0,0.0,2250,19.5,81.4,3.4,1.5,11.2,2.5,1832,77,33,252,56,2250,0.0
42049011600,049,Erie County,011600,"Census Tract 116, Erie County, Pennsylvania",2020,54888.0,18.2,15.9,15.7,7.8,4065,39.6,89.3,1.7,4.3,0.1,4.6,3632,71,174,3,185,4065,19.5
42049011701,049,Erie County,011701,"Census Tract 117.01, Erie County, Pennsylvania",2020,65704.0,4.3,25.1,5.6,4.2,2939,42.8,88.8,2.9,5.7,1.0,1.6,2611,85,167,28,48,2939,8.9
42049011702,049,Erie County,011702,"Census Tract 117.02, Erie County, Pennsylvania",2020,68900.0,4.5,8.7,9.0,4.0,5343,38.7,93.5,1.0,3.5,0.0,2.0,4997,56,187,0,103,5343,15.9
42049011801,049,Erie County,011801,"Census Tract 118.01, Erie County, Pennsylvania",2020,62946.0,7.5,14.2,4.4,4.7,2937,36.4,97.1,0.0,1.6,0.3,1.0,2853,0,47,9,28,2937,12.8
42049011802,049,Erie County,011802,"Census Tract 118.02, Erie County, Pennsylvania",2020,58472.0,9.3,13.3,9.4,2.5,2973,48.9,98.7,0.1,0.3,0.4,0.5,2933,2,8,13,17,2973,10.0
42049011900,049,Erie County,011900,"Census Tract 119, Erie County, Pennsylvania",2020,34126.0,22.8,15.9,23.8,14.4,6285,42.5,87.6,4.0,1.9,0.0,6.5,5503,251,118,0,413,6285,30.6
42049012001,049,Erie County,012001,"Census Tract 120.01, Erie County, Pennsylvania",2020,65714.0,6.5,16.4,22.3,1.7,2665,51.1,95.2,0.0,3.3,0.4,1.1,2536,1,88,10,30,2665,12.7
42049012002,049,Erie County,012002,"Census Tract 120.02, Erie County, Pennsylvania",2020,42281.0,26.0,7.8,17.7,16.6,3148,45.5,95.5,0.0,3.1,0.0,1.4,3006,0,98,0,44,3148,24.2
42049012100,049,Erie County,012100,"Census Tract 121, Erie County, Pennsylvania",2020,67227.0,9.7,12.8,18.9,3.5,7247,46.5,95.6,0.0,2.6,0.5,1.3,6928,3,189,37,90,7247,11.8
42049012201,049,Erie County,012201,"Census Tract 122.01, Erie County, Pennsylvania",2020,72037.0,9.5,21.9,37.7,6.9,5945,41.7,95.3,0.7,2.8,0.2,1.0,5664,42,167,13,59,5945,15.2
42049012202,049,Erie County,012202,"Census Tract 122.02, Erie County, Pennsylvania",2020,33942.0,21.1,36.1,35.9,9.4,5599,24.1,93.5,2.1,1.9,1.4,1.1,5237,115,106,77,64,5599,8.0
42049012400,049,Erie County,012400,"Census Tract 124, Erie County, Pennsylvania",2020,60625.0,11.6,20.9,16.1,13.3,1542,45.5,83.5,2.1,0.8,3.8,9.8,1288,32,12,58,152,1542,15.5
42053530100,053,Forest County,530100,"Census Tract 5301, Forest County, Pennsylvania",2020,36694.0,19.4,4.1,9.5,6.9,4663,38.3,56.7,32.1,8.4,0.1,2.7,2642,1497,393,3,128,4663,19.5
42053530200,053,Forest County,530200,"Census Tract 5302, Forest County, Pennsylvania",2020,42629.0,15.2,10.1,9.9,4.8,2527,60.7,98.3,0.0,1.1,0.2,0.4,2485,0,27,4,11,2527,15.7
42065950100,065,Jefferson County,950100,"Census Tract 9501, Jefferson County, Pennsylvania",2020,38558.0,17.9,10.5,8.5,7.6,2042,49.1,97.6,0.0,0.0,0.6,1.8,1992,0,0,13,37,2042,20.4
42065950200,065,Jefferson County,950200,"Census Tract 9502, Jefferson County, Pennsylvania",2020,62026.0,11.6,6.8,15.0,5.9,3042,42.3,97.5,1.0,0.4,0.0,1.1,2965,31,11,0,35,3042,9.4
42065950300,065,Jefferson County,950300,"Census Tract 9503, Jefferson County, Pennsylvania",2020,53025.0,12.4,9.0,16.3,4.3,5037,49.4,98.9,0.2,0.3,0.2,0.4,4980,8,15,10,24,5037,13.1
42065950400,065,Jefferson County,950400,"Census Tract 9504, Jefferson County, Pennsylvania",2020,54798.0,9.8,12.7,5.3,4.1,1744,37.3,92.2,0.0,2.0,0.0,5.8,1608,0,35,0,101,1744,9.3
42065950500,065,Jefferson County,950500,"Census Tract 9505, Jefferson County, Pennsylvania",2020,51838.0,18.2,23.4,21.5,4.5,2057,39.4,93.6,0.5,5.2,0.0,0.7,1926,10,106,0,15,2057,23.5
42065950600,065,Jefferson County,950600,"Census Tract 9506, Jefferson County, Pennsylvania",2020,58024.0,9.2,9.8,18.4,4.0,5690,42.9,95.9,0.8,1.4,0.0,1.9,5458,48,79,0,105,5690,11.1
42065950700,065,Jefferson County,950700,"Census Tract 9507, Jefferson County, Pennsylvania",2020,40335.0,18.4,7.4,23.7,11.4,2659,35.7,96.2,0.6,1.1,0.6,1.5,2558,15,30,16,40,2659,30.2
42065950800,065,Jefferson County,950800,"Census Tract 9508, Jefferson County, Pennsylvania",2020,49688.0,10.1,10.1,6.1,4.4,3486,48.3,98.2,0.8,0.2,0.0,0.8,3424,27,6,0,29,3486,14.0
42065950900,065,Jefferson County,950900,"Census Tract 9509, Jefferson County, Pennsylvania",2020,55789.0,13.9,10.7,14.1,4.0,4129,47.0,97.5,0.0,1.0,0.1,1.4,4026,0,43,3,57,4129,10.3
42065951000,065,Jefferson County,951000,"Census Tract 9510, Jefferson County, Pennsylvania",2020,49821.0,18.9,7.5,7.3,16.4,4121,34.6,97.7,0.0,0.9,0.0,1.4,4027,1,37,0,56,4121,9.6
42065951100,065,Jefferson County,951100,"Census Tract 9511, Jefferson County, Pennsylvania",2020,50724.0,8.3,15.4,8.3,3.7,3816,48.8,97.0,0.1,0.3,0.0,2.6,3702,3,13,0,98,3816,10.6
42065951200,065,Jefferson County,951200,"Census Tract 9512, Jefferson County, Pennsylvania",2020,35462.0,21.9,9.1,33.6,10.6,3319,38.5,97.4,1.0,0.8,0.6,0.2,3233,33,28,21,4,3319,29.2
42065951300,065,Jefferson County,951300,"Census Tract 9513, Jefferson County, Pennsylvania",2020,32650.0,17.0,14.1,25.0,17.8,2428,56.6,96.5,0.2,0.7,2.1,0.5,2343,5,18,50,12,2428,21.9
42083420100,083,McKean County,420100,"Census Tract 4201, McKean County, Pennsylvania",2020,57917.0,10.0,17.0,26.8,4.8,3269,47.9,96.0,0.0,0.6,2.6,0.8,3138,0,18,86,27,3269,9.9
42083420200,083,McKean County,420200,"Census Tract 4202, McKean County, Pennsylvania",2020,22955.0,46.8,8.7,27.2,38.4,3181,34.5,92.4,0.1,2.5,0.3,4.7,2939,3,79,11,149,3181,49.8
42083420300,083,McKean County,420300,"Census Tract 4203, McKean County, Pennsylvania",2020,39111.0,30.2,15.5,23.2,12.0,2305,34.6,93.0,1.3,2.2,0.0,3.5,2144,29,50,0,82,2305,32.0
42083420400,083,McKean County,420400,"Census Tract 4204, McKean County, Pennsylvania",2020,47098.0,14.6,14.1,17.7,8.4,2798,42.7,94.4,0.2,4.0,0.4,1.0,2640,5,113,12,28,2798,9.5
42083420500,083,McKean County,420500,"Census Tract 4205, McKean County, Pennsylvania",2020,53365.0,10.3,12.7,4.4,3.1,2914,46.4,99.5,0.0,0.5,0.0,0.0,2899,0,15,0,0,2914,22.5
42083420600,083,McKean County,420600,"Census Tract 4206, McKean County, Pennsylvania",2020,51152.0,12.1,9.7,14.3,3.0,5104,49.0,98.9,0.1,0.5,0.0,0.5,5047,4,23,2,28,5104,11.4
42083420700,083,McKean County,420700,"Census Tract 4207, McKean County, Pennsylvania",2020,58636.0,16.2,12.4,28.0,4.5,4212,43.4,95.4,0.3,1.4,0.5,2.4,4019,12,58,20,103,4212,16.7
42083420800,083,McKean County,420800,"Census Tract 4208, McKean County, Pennsylvania",2020,52045.0,13.1,12.3,11.3,4.7,3985,46.0,96.8,1.0,1.2,0.0,1.0,3856,39,48,0,42,3985,10.2
42083420900,083,McKean County,420900,"Census Tract 4209, McKean County, Pennsylvania",2020,48563.0,11.7,10.5,9.9,7.3,1994,46.9,88.4,0.1,0.4,0.0,11.1,1763,2,8,0,221,1994,20.5
42083421000,083,McKean County,421000,"Census Tract 4210, McKean County, Pennsylvania",2020,60192.0,9.9,10.3,26.0,4.2,5493,37.0,76.1,14.1,7.1,0.5,2.2,4182,774,391,29,117,5493,9.7
42083421100,083,McKean County,421100,"Census Tract 4211, McKean County, Pennsylvania",2020,41398.0,16.2,10.2,7.7,9.6,3325,47.0,97.5,0.1,1.5,0.0,0.9,3241,3,49,0,32,3325,23.6
42083421200,083,McKean County,421200,"Census Tract 4212, McKean County, Pennsylvania",2020,53591.0,8.1,16.6,9.5,3.8,2441,43.4,93.4,2.0,2.4,0.5,1.7,2279,50,58,12,42,2441,8.3
42121200000,121,Venango County,200000,"Census Tract 2000, Venango County, Pennsylvania",2020,53728.0,12.1,10.8,18.9,2.4,3178,48.5,97.4,0.5,0.8,0.2,1.1,3096,17,26,6,33,3178,10.7
42121200100,121,Venango County,200100,"Census Tract 2001, Venango County, Pennsylvania",2020,53871.0,12.7,10.4,25.9,3.4,3809,46.7,96.0,0.0,0.9,0.5,2.6,3655,0,36,18,100,3809,17.4
42121200201,121,Venango County,200201,"Census Tract 2002.01, Venango County, Pennsylvania",2020,59665.0,12.6,13.1,14.7,5.3,3482,50.9,96.0,0.5,1.0,0.1,2.4,3344,16,35,4,83,3482,14.4
42121200202,121,Venango County,200202,"Census Tract 2002.02, Venango County, Pennsylvania",2020,76006.0,2.9,20.7,14.0,2.2,2063,53.9,91.7,2.3,2.0,0.2,3.8,1891,48,42,5,77,2063,5.3
42121200300,121,Venango County,200300,"Census Tract 2003, Venango County, Pennsylvania",2020,37766.0,16.5,9.1,13.1,12.7,1468,46.7,95.7,0.4,0.5,0.0,3.4,1405,6,7,0,50,1468,22.1
42121200400,121,Venango County,200400,"Census Tract 2004, Venango County, Pennsylvania",2020,52168.0,18.2,20.4,15.2,20.6,2319,44.5,92.2,1.3,0.6,0.9,5.0,2137,31,15,20,116,2319,32.1
42121200500,121,Venango County,200500,"Census Tract 2005, Venango County, Pennsylvania",2020,45216.0,20.8,10.7,19.5,10.6,2305,42.8,83.4,11.3,1.3,1.2,2.8,1922,261,29,28,65,2305,22.4
42121200600,121,Venango County,200600,"Census Tract 2006, Venango County, Pennsylvania",2020,44518.0,11.1,6.4,19.6,5.3,4970,57.4,97.7,0.7,0.8,0.2,0.6,4857,34,40,11,28,4970,15.7
42121200700,121,Venango County,200700,"Census Tract 2007, Venango County, Pennsylvania",2020,27786.0,32.8,7.0,14.6,27.3,1891,39.1,90.5,1.9,5.2,0.0,2.4,1712,36,98,0,45,1891,51.5
42121200800,121,Venango County,200800,"Census Tract 2008, Venango County, Pennsylvania",2020,47482.0,14.0,32.0,14.4,4.8,2596,41.2,94.7,0.7,3.4,0.3,0.9,2458,18,88,9,23,2596,15.8
42121200900,121,Venango County,200900,"Census Tract 2009, Venango County, Pennsylvania",2020,38289.0,17.7,12.7,20.3,13.2,2252,41.1,95.2,1.6,0.0,0.0,3.2,2144,36,0,0,72,2252,24.5
42121201000,121,Venango County,201000,"Census Tract 2010, Venango County, Pennsylvania",2020,53631.0,11.4,15.1,11.5,7.9,3011,43.8,99.2,0.3,0.5,0.0,-0.0,2986,10,15,0,0,3011,23.2
42121201100,121,Venango County,201100,"Census Tract 2011, Venango County, Pennsylvania",2020,61855.0,10.9,11.8,13.2,2.8,4558,48.5,95.2,0.0,0.5,0.0,4.3,4338,2,21,0,197,4558,15.1
42121201200,121,Venango County,201200,"Census Tract 2012, Venango County, Pennsylvania",2020,53421.0,9.6,14.5,16.0,4.0,3071,48.4,97.2,0.0,0.7,1.0,1.1,2986,0,23,31,31,3071,15.6
42121201300,121,Venango County,201300,"Census Tract 2013, Venango County, Pennsylvania",2020,50432.0,18.0,13.8,19.7,7.7,3240,53.0,98.1,0.9,0.5,0.2,0.3,3180,29,16,7,8,3240,22.8
42121201400,121,Venango County,201400,"Census Tract 2014, Venango County, Pennsylvania",2020,57167.0,12.8,11.2,3.3,8.8,3899,43.3,95.4,0.1,1.4,0.5,2.6,3721,3,56,20,99,3899,13.2
42121201500,121,Venango County,201500,"Census Tract 2015, Venango County, Pennsylvania",2020,54427.0,8.1,12.8,12.0,6.2,3243,50.4,96.9,0.3,0.6,0.6,1.6,3141,9,21,21,51,3243,12.2
42123970100,123,Warren County,970100,"Census Tract 9701, Warren County, Pennsylvania",2020,56420.0,18.1,8.3,15.6,2.7,2269,45.4,98.9,0.1,0.7,0.0,0.3,2245,2,16,0,6,2269,13.9
42123970200,123,Warren County,970200,"Census Tract 9702, Warren County, Pennsylvania",2020,80099.0,8.9,14.0,11.6,4.1,3901,48.0,91.7,0.4,2.5,0.8,4.6,3577,14,99,31,180,3901,4.4
42123970300,123,Warren County,970300,"Census Tract 9703, Warren County, Pennsylvania",2020,53790.0,14.4,8.9,13.2,6.3,5607,42.2,92.6,0.2,1.0,0.2,6.0,5190,12,56,12,337,5607,10.1
42123970400,123,Warren County,970400,"Census Tract 9704, Warren County, Pennsylvania",2020,56761.0,12.5,9.0,5.1,1.9,2835,48.8,95.7,0.3,0.5,1.1,2.4,2713,8,14,30,70,2835,11.5
42123970500,123,Warren County,970500,"Census Tract 9705, Warren County, Pennsylvania",2020,45625.0,13.8,12.9,23.0,11.9,3549,46.9,97.2,0.5,1.0,0.0,1.3,3450,16,37,0,46,3549,14.6
42123970600,123,Warren County,970600,"Census Tract 9706, Warren County, Pennsylvania",2020,46494.0,18.6,16.3,17.6,3.0,3373,47.5,97.2,0.3,1.2,0.0,1.3,3277,9,39,0,48,3373,14.3
42123970700,123,Warren County,970700,"Census Tract 9707, Warren County, Pennsylvania",2020,63750.0,9.2,19.8,13.6,1.2,2620,52.6,98.7,0.0,0.8,0.0,0.5,2587,0,20,0,13,2620,2.7
42123970800,123,Warren County,970800,"Census Tract 9708, Warren County, Pennsylvania",2020,37264.0,12.4,11.6,14.5,15.1,2977,48.3,94.5,3.1,0.4,0.6,1.4,2814,92,12,17,42,2977,22.5
42123970900,123,Warren County,970900,"Census Tract 9709, Warren County, Pennsylvania",2020,37027.0,14.5,11.1,8.9,8.9,3530,43.1,97.5,1.0,0.2,0.3,1.0,3443,37,6,12,32,3530,26.8
42123971000,123,Warren County,971000,"Census Tract 9710, Warren County, Pennsylvania",2020,72593.0,3.4,19.0,10.5,11.9,2183,58.6,98.1,0.2,0.4,0.7,0.6,2141,4,8,15,15,2183,3.3
42123971100,123,Warren County,971100,"Census Tract 9711, Warren County, Pennsylvania",2020,64255.0,5.0,12.9,7.0,1.8,2835,54.9,96.5,0.0,1.1,1.7,0.7,2735,0,31,47,22,2835,8.1
42123971200,123,Warren County,971200,"Census Tract 9712, Warren County, Pennsylvania",2020,42543.0,19.7,17.6,16.8,4.5,2071,45.1,95.7,0.8,2.8,0.0,0.7,1981,16,57,0,17,2071,11.4
42123971400,123,Warren County,971400,"Census Tract 9714, Warren County, Pennsylvania",2020,40208.0,9.8,7.2,10.1,7.9,1716,53.4,94.8,0.3,2.9,0.0,2.0,1626,6,49,0,35,1716,18.1
42023960100,023,Cameron County,960100,"Census Tract 9601, Cameron County, Pennsylvania",2021,31889.0,23.1,5.7,16.9,16.1,1934,46.9,88.9,0.2,1.4,0.0,9.5,1719,4,28,0,183,1934,36.0
42023960200,023,Cameron County,960200,"Census Tract 9602, Cameron County, Pennsylvania",2021,49425.0,11.0,10.6,18.4,5.7,2662,55.9,97.6,0.0,1.2,0.2,1.0,2597,0,33,5,27,2662,15.0
42031160101,031,Clarion County,160101,"Census Tract 1601.01, Clarion County, Pennsylvania",2021,69327.0,10.7,10.5,16.7,3.3,1708,51.2,99.2,0.0,0.5,0.0,0.3,1694,0,8,0,6,1708,12.8
42031160103,031,Clarion County,160103,"Census Tract 1601.03, Clarion County, Pennsylvania",2021,44369.0,32.5,19.6,33.3,9.7,3064,24.9,88.7,5.5,2.1,0.0,3.7,2718,170,63,0,113,3064,20.8
42031160104,031,Clarion County,160104,"Census Tract 1601.04, Clarion County, Pennsylvania",2021,49706.0,12.5,15.5,14.1,1.6,1593,49.2,98.4,0.2,0.0,0.0,1.4,1568,3,0,0,22,1593,12.9
42031160201,031,Clarion County,160201,"Census Tract 1602.01, Clarion County, Pennsylvania",2021,58095.0,13.2,9.7,4.7,6.6,1747,45.2,100.0,0.0,0.0,0.0,0.0,1747,0,0,0,0,1747,8.4
42031160202,031,Clarion County,160202,"Census Tract 1602.02, Clarion County, Pennsylvania",2021,72000.0,4.1,17.1,6.7,1.8,1664,48.3,93.5,0.3,0.0,0.3,5.9,1556,5,0,5,98,1664,5.6
42031160300,031,Clarion County,160300,"Census Tract 1603, Clarion County, Pennsylvania",2021,54613.0,11.2,16.6,7.9,4.9,4953,43.2,95.5,1.0,0.7,0.2,2.6,4732,52,34,12,123,4953,11.1
42031160400,031,Clarion County,160400,"Census Tract 1604, Clarion County, Pennsylvania",2021,48281.0,15.0,11.3,18.0,9.2,3731,43.8,98.2,0.0,0.2,0.0,1.6,3664,0,9,1,57,3731,22.1
42031160500,031,Clarion County,160500,"Census Tract 1605, Clarion County, Pennsylvania",2021,50962.0,11.7,10.0,18.7,8.5,3490,48.4,96.8,0.1,0.5,0.0,2.6,3377,4,18,1,90,3490,16.5
42031160600,031,Clarion County,160600,"Census Tract 1606, Clarion County, Pennsylvania",2021,35139.0,24.7,26.1,33.2,15.3,4046,23.9,88.7,5.4,4.0,1.6,0.3,3587,220,160,65,14,4046,22.7
42031160701,031,Clarion County,160701,"Census Tract 1607.01, Clarion County, Pennsylvania",2021,49333.0,13.9,9.5,8.8,7.2,2154,48.0,93.9,0.2,3.2,1.5,1.2,2023,5,68,33,25,2154,21.1
42031160702,031,Clarion County,160702,"Census Tract 1607.02, Clarion County, Pennsylvania",2021,51830.0,18.3,8.1,26.5,5.6,2131,43.1,94.6,1.4,0.3,0.2,3.5,2016,30,7,5,73,2131,18.7
42031160800,031,Clarion County,160800,"Census Tract 1608, Clarion County, Pennsylvania",2021,57784.0,14.4,12.8,19.4,7.2,3666,47.1,96.2,0.9,0.8,1.3,0.8,3526,32,30,46,32,3666,13.7
42031160900,031,Clarion County,160900,"Census Tract 1609, Clarion County, Pennsylvania",2021,57652.0,10.5,9.8,9.8,5.6,3624,43.6,98.5,0.6,0.2,0.1,0.6,3571,21,9,4,19,3624,14.2
42033330100,033,Clearfield County,330100,"Census Tract 3301, Clearfield County, Pennsylvania",2021,54618.0,16.8,11.0,52.4,12.2,5299,51.7,94.2,2.4,0.9,1.3,1.2,4993,125,50,67,64,5299,21.5
42033330200,033,Clearfield County,330200,"Census Tract 3302, Clearfield County, Pennsylvania",2021,53517.0,15.1,20.9,7.1,7.3,3098,34.3,96.3,0.7,1.4,0.5,1.1,2983,22,42,16,35,3098,16.0
42033330300,033,Clearfield County,330300,"Census Tract 3303, Clearfield County, Pennsylvania",2021,44779.0,13.9,17.8,17.2,12.0,4450,46.2,96.8,0.8,1.9,0.5,0.0,4308,36,84,22,0,4450,22.2
42033330400,033,Clearfield County,330400,"Census Tract 3304, Clearfield County, Pennsylvania",2021,86910.0,3.8,27.7,2.4,0.0,6470,44.9,96.0,0.0,3.5,0.5,0.0,6213,1,226,30,0,6470,9.6
42033330500,033,Clearfield County,330500,"Census Tract 3305, Clearfield County, Pennsylvania",2021,55227.0,8.9,10.0,11.7,6.0,4142,47.5,96.4,0.0,1.9,0.7,1.0,3994,1,77,27,43,4142,14.0
42033330600,033,Clearfield County,330600,"Census Tract 3306, Clearfield County, Pennsylvania",2021,44745.0,20.1,9.0,12.1,4.8,3216,50.8,98.4,0.0,1.2,0.1,0.3,3165,0,39,4,8,3216,22.6
42033330700,033,Clearfield County,330700,"Census Tract 3307, Clearfield County, Pennsylvania",2021,50074.0,12.7,6.5,12.0,4.8,2167,48.4,95.8,1.5,1.1,0.0,1.6,2077,33,23,0,34,2167,19.6
42033330800,033,Clearfield County,330800,"Census Tract 3308, Clearfield County, Pennsylvania",2021,58556.0,13.2,9.8,18.9,5.4,6899,44.5,95.4,0.0,2.9,0.0,1.7,6585,0,200,0,114,6899,15.0
42033330900,033,Clearfield County,330900,"Census Tract 3309, Clearfield County, Pennsylvania",2021,42468.0,26.1,6.6,11.4,8.5,6433,48.8,74.2,8.2,13.6,1.9,2.1,4776,526,873,120,138,6433,25.3
42033331000,033,Clearfield County,331000,"Census Tract 3310, Clearfield County, Pennsylvania",2021,54688.0,14.6,9.5,12.1,3.3,4931,45.2,95.0,0.1,1.5,0.1,3.3,4683,7,73,4,164,4931,22.3
42033331100,033,Clearfield County,331100,"Census Tract 3311, Clearfield County, Pennsylvania",2021,42801.0,22.8,12.2,28.7,23.2,3006,38.8,99.2,0.1,0.0,0.2,0.5,2981,2,1,5,17,3006,29.3
42033331200,033,Clearfield County,331200,"Census Tract 3312, Clearfield County, Pennsylvania",2021,55263.0,17.8,19.7,24.2,8.7,2985,38.0,94.4,0.6,3.4,0.8,0.8,2818,18,102,24,23,2985,22.1
42033331300,033,Clearfield County,331300,"Census Tract 3313, Clearfield County, Pennsylvania",2021,54877.0,18.1,14.9,29.1,9.5,4321,41.0,98.2,0.0,0.8,0.7,0.3,4244,2,36,29,10,4321,26.0
42033331401,033,Clearfield County,331401,"Census Tract 3314.01, Clearfield County, Pennsylvania",2021,58103.0,15.8,13.1,45.6,4.0,3421,47.5,95.2,0.0,3.8,0.4,0.6,3256,0,130,12,23,3421,15.3
42033331402,033,Clearfield County,331402,"Census Tract 3314.02, Clearfield County, Pennsylvania",2021,47625.0,12.3,14.6,16.2,6.1,3543,43.6,95.0,0.5,0.4,0.1,4.0,3366,19,15,2,141,3543,19.5
42033331500,033,Clearfield County,331500,"Census Tract 3315, Clearfield County, Pennsylvania",2021,47697.0,14.0,6.7,3.5,4.6,1852,45.3,93.6,0.0,3.7,0.0,2.7,1733,0,69,0,50,1852,16.6
42033331600,033,Clearfield County,331600,"Census Tract 3316, Clearfield County, Pennsylvania",2021,44531.0,14.3,6.9,31.4,7.3,2314,50.5,96.5,0.2,0.0,1.4,1.9,2232,4,1,32,45,2314,22.1
42033331700,033,Clearfield County,331700,"Census Tract 3317, Clearfield County, Pennsylvania",2021,56941.0,11.3,6.6,7.9,6.4,7037,43.5,73.5,16.3,5.6,0.4,4.2,5175,1145,397,27,293,7037,19.1
42033331800,033,Clearfield County,331800,"Census Tract 3318, Clearfield County, Pennsylvania",2021,46683.0,19.4,9.0,22.5,6.2,2866,44.6,89.7,0.4,1.5,0.0,8.4,2571,12,44,0,239,2866,19.0
42033331900,033,Clearfield County,331900,"Census Tract 3319, Clearfield County, Pennsylvania",2021,46838.0,14.0,8.2,2.7,9.9,2217,44.3,97.2,0.0,1.8,0.1,0.9,2154,1,40,2,20,2217,22.5
42039110100,039,Crawford County,110100,"Census Tract 1101, Crawford County, Pennsylvania",2021,49515.0,22.1,7.5,21.0,17.3,6242,33.6,97.2,0.4,0.9,0.1,1.4,6067,22,57,5,91,6242,18.3
42039110201,039,Crawford County,110201,"Census Tract 1102.01, Crawford County, Pennsylvania",2021,65192.0,5.0,17.4,2.6,2.6,3738,45.2,95.9,0.5,1.4,0.0,2.2,3584,20,54,0,80,3738,9.0
42039110202,039,Crawford County,110202,"Census Tract 1102.02, Crawford County, Pennsylvania",2021,60996.0,14.5,13.5,13.7,9.2,4334,38.0,88.7,4.6,3.7,0.7,2.3,3846,201,159,31,97,4334,18.7
42039110300,039,Crawford County,110300,"Census Tract 1103, Crawford County, Pennsylvania",2021,54309.0,16.0,10.2,20.6,8.9,4416,43.4,96.6,1.1,0.9,0.2,1.2,4267,47,38,9,55,4416,17.9
42039110400,039,Crawford County,110400,"Census Tract 1104, Crawford County, Pennsylvania",2021,48359.0,15.1,12.0,21.0,8.5,2661,45.6,95.6,0.0,2.5,0.0,1.9,2543,0,66,1,51,2661,16.3
42039110501,039,Crawford County,110501,"Census Tract 1105.01, Crawford County, Pennsylvania",2021,71467.0,6.2,13.6,23.1,4.4,2197,35.0,97.2,0.0,2.3,0.5,-0.0,2136,0,50,11,0,2197,13.9
42039110502,039,Crawford County,110502,"Census Tract 1105.02, Crawford County, Pennsylvania",2021,60360.0,9.6,17.1,19.1,3.1,2911,53.4,97.2,0.0,1.1,0.0,1.7,2830,0,33,0,48,2911,8.6
42039110600,039,Crawford County,110600,"Census Tract 1106, Crawford County, Pennsylvania",2021,63030.0,5.1,11.9,4.9,3.7,2791,48.7,95.8,0.0,1.0,0.0,3.2,2674,0,29,1,87,2791,8.9
42039110700,039,Crawford County,110700,"Census Tract 1107, Crawford County, Pennsylvania",2021,57891.0,8.6,14.3,3.0,6.8,3946,42.2,94.1,1.6,1.9,0.7,1.7,3713,63,75,27,68,3946,12.2
42039110800,039,Crawford County,110800,"Census Tract 1108, Crawford County, Pennsylvania",2021,65484.0,10.6,13.8,11.2,4.5,4695,44.7,95.6,1.2,0.9,0.4,1.9,4487,56,43,19,90,4695,9.7
42039110900,039,Crawford County,110900,"Census Tract 1109, Crawford County, Pennsylvania",2021,56563.0,10.9,11.4,13.7,2.7,2863,49.7,91.7,1.3,1.0,0.2,5.8,2624,38,28,6,167,2863,14.6
42039111000,039,Crawford County,111000,"Census Tract 1110, Crawford County, Pennsylvania",2021,48824.0,21.8,8.5,17.5,5.2,2497,45.2,97.8,0.4,1.0,0.1,0.7,2442,10,25,3,17,2497,19.9
42039111100,039,Crawford County,111100,"Census Tract 1111, Crawford County, Pennsylvania",2021,25353.0,26.0,8.1,14.2,22.3,2868,47.3,94.2,2.8,0.8,1.2,1.0,2702,81,23,35,27,2868,33.9
42039111200,039,Crawford County,111200,"Census Tract 1112, Crawford County, Pennsylvania",2021,44261.0,19.0,13.6,13.4,11.8,2446,36.0,97.3,0.0,0.8,1.1,0.8,2379,0,19,28,20,2446,26.1
42039111300,039,Crawford County,111300,"Census Tract 1113, Crawford County, Pennsylvania",2021,62132.0,6.9,13.4,2.4,3.3,5340,44.3,96.4,0.3,0.7,0.4,2.2,5146,15,39,19,121,5340,8.8
42039111400,039,Crawford County,111400,"Census Tract 1114, Crawford County, Pennsylvania",2021,75477.0,15.3,21.2,12.1,7.1,4682,42.5,97.3,0.3,1.1,0.0,1.3,4556,13,51,0,62,4682,19.8
42039111500,039,Crawford County,111500,"Census Tract 1115, Crawford County, Pennsylvania",2021,44451.0,21.8,15.1,24.6,22.4,5358,38.0,86.6,6.0,0.9,1.0,5.5,4639,323,50,53,293,5358,28.7
42039111600,039,Crawford County,111600,"Census Tract 1116, Crawford County, Pennsylvania",2021,29819.0,26.2,10.2,23.8,33.2,3404,40.8,93.3,1.9,1.8,0.3,2.7,3175,66,60,11,92,3404,48.9
42039111700,039,Crawford County,111700,"Census Tract 1117, Crawford County, Pennsylvania",2021,52396.0,9.2,21.2,11.8,9.1,4590,28.3,83.4,6.0,3.9,2.5,4.2,3828,274,181,115,192,4590,10.7
42039111800,039,Crawford County,111800,"Census Tract 1118, Crawford County, Pennsylvania",2021,68778.0,1.8,10.9,10.8,3.2,5374,53.6,94.1,0.9,0.8,1.6,2.6,5057,51,42,87,137,5374,14.6
42039111900,039,Crawford County,111900,"Census Tract 1119, Crawford County, Pennsylvania",2021,58670.0,11.2,5.7,17.4,14.7,3423,36.9,96.6,0.2,0.2,0.3,2.7,3307,6,7,10,93,3423,12.1
